audio_file,raw_text,label
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script03_2/Ses04F_script03_2_F041.wav,finally and forever,0
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M014.wav,Huh?,0
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_F037.wav,"I know you are, Augie.  Really I do.  I know you wanted this to be special and nice and it's the full moon and the sand and all but I just couldn't help thinking about being somewhere else.",3
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_M008.wav,"You know- You need to just- you need, I mean it takes time to get a good job.  I mean-",2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F012.wav,"No.  Nobody in my house better dare and challenge her faith.  You know and maybe strangers but not his father, not his brother.",0
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro01/Ses03M_impro01_M014.wav,"Hey, no, give me that back.",0
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_F033.wav,bye bye,2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M031.wav,Just about all.,3
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_F044.wav,"Oh, Augie you brought refreshments.",1
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M014.wav,"Teacher. Mrs. Nash, I have a question.",1
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro06/Ses03F_impro06_F021.wav,"It's weird, I kind of feel like part of me is gone now, you know?",3
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M004.wav,God I've told this story so many times. Umm.,3
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_script03_2/Ses05F_script03_2_M042.wav,"You are a vile tempered, loose living, wicked little beast, and I never want to set eyes on you again.",0
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script03_2/Ses04F_script03_2_F030.wav,Why?,0
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M018.wav,"No, but it was good.",1
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F010.wav,"My worst times I think about her, you know, and I",3
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F043.wav,"Well, I guess we're just in the wrong spart-spot with the right person.",1
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F036.wav,It's all I ever knew how to do. I can't quit now.,3
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F000.wav,You're the only one I know who loves his parents.,2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro06/Ses03F_impro06_M001.wav,We're all going to miss him.,2
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro01/Ses05M_impro01_M015.wav,"Wouldn't you? Oh, come on.  you just tell me.  You would make an exception for me.",0
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F011.wav,Absolutely. we we,2
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_M019.wav,"No, no it isn't, death is very laughable, such a cunning little mystery, all done with mirrors.",1
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F018.wav,"Sir, I just...you need to calm down is what needs to happen right now.",0
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M027.wav,Horrible thing.  I hated it.,1
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_M022.wav,or some- some large percent of- of success.,2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M008.wav,"You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared.",2
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro02/Ses04M_impro02_F021.wav,A week.  You're giving me a week to be okay with this.,0
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M022.wav,"Listen, do you want to dance?",2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F027.wav,How long have you guys been going out?,1
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F041.wav,"because what the hell did we work for?  This whole shooting match is just for you, Chris.",0
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_M001.wav,"Well, maybe he just wanted to see her again.",2
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F010.wav,So you're going to be right here in Los Angeles; that is so cool.,1
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_script03_2/Ses05F_script03_2_M019.wav,It's a pity you didn't take a little more brandy.  It might have made you a little less disagreeable.,0
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M029.wav,What? Huh?,2
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro02/Ses05M_impro02_F012.wav,What would be the worst that would happen if they found you somewhere else?,2
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F012.wav,Very Midsummer Night's wedding.,1
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F017.wav,"No, it isn't.",0
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F007.wav,"Oh, of course.  I shall probably do a court curtsy.",1
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M035.wav,There is that--no that's just seaweed isn't it?,1
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M038.wav,"they don't why, we don't know why. They didn't take a vote or anything; they didn't get a map or an invitation.",1
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_M028.wav,"six four nine four. That would be so great, thank you so much.",1
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script02_2/Ses05M_script02_2_F028.wav,"I know that, Augie.  I do.  I know that. And and I know that this meant a lot to you and and it's special, you know, with the sand and the moon but.",3
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F038.wav,Don't do that to me.,3
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F036.wav,"I just can't help wishing that I was somebody, somewhere else.",3
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F010.wav,Well I've known people who have done this before. Yeah.  You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...,1
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M017.wav,"Oh, Annie, we're gonna live now.  I'm going to make you so happy.",1
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F023.wav,Mmhmm.,2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M010.wav,"Oh, Annie.",1
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M021.wav,Give me-,1
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_M013.wav,Wow.  Thank you.  Holiday Inn.  Wow.  Thank...the flight cost five hundred dollars.,0
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F029.wav,We'll figure something out.  We just have to ... we just have to think about this.  Could any of your family help us?,3
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F020.wav,You have to tell me.,3
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F012.wav,I almost got married two years ago.,1
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M019.wav,"Well, come on, come on.  Thinking about it like this is definitely not gonna help either though.",2
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M052.wav,Shh...,1
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_M011.wav,I'm going to San Diego tomorrow to stay with my family.  What do I need hotel lodging for hmmm?  Can you tell me that?,0
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M013.wav,I-I love you. I have no imagination. That's all I know how to tell it.,1
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_F042.wav,It's not like I can go to Kmart and buy another.,0
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_M020.wav,"and I want- I mean you know you've got to, like, do your hair.  I mean- I don't know, it's like,",2
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M001.wav,"So, you're not sorry I came?",1
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F036.wav,"I won't.  Let go, let go of me. Listen, listen?  I'm sick and tired of listening to you, you sadistic bully.",0
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M010.wav,"Yeah. That can be- That can create a bad connection.  And it won't always be a bad connection, but it will be bad off and on.",2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F025.wav,No. What is it? Is it your mother?,3
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro04/Ses04M_impro04_F015.wav,I think maybe you can't get employed because you aren't willing to take responsibility for your own actions.,2
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro06/Ses04F_impro06_F001.wav,"You know it's just, I just, you know, I mean it just happened.  I just, like- I just keep expecting him to walk in, you know.",3
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F026.wav,Are you going to start right away?,2
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_F014.wav,"Oh, yes meaning just that.",1
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_F020.wav,"You do the direct the direct it um- it's taking right out of your bank account, correct?",2
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_script01_1/Ses05F_script01_1_F038.wav,"All right!  But don't think like that, because I mean, what the hell did we do all this for, Chris?  The whole business it's all for you!  The whole shooting match is for you!",0
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M014.wav,"No, no, because, look, I don't care what your policy says.  I mean--",0
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F005.wav,He cried hard?,3
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script03_2/Ses04F_script03_2_F035.wav,You're far too temperamental.  Try to control yourself.,0
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F016.wav,"Like Larry's brother.  Do it like you, Chris.  What's the matter?",3
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M014.wav,She wanted...she always wants something spontaneous.,1
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M015.wav,Mmhmm.,2
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M014.wav,"Hey listen, it's going to be okay though, all right?",3
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_M021.wav,"You can't make fun of me because I'm not going to school, though, because I'm going to be working though.",1
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F043.wav,yeah.,2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M034.wav,"Look, is that...no is that just seaweed?",1
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F028.wav,I know.,3
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F005.wav,You could send me pictures.,3
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_M000.wav,Yes.  The real cause of that rile was Peter Burden.,2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_M029.wav,I'm not in the least bit drunk.,0
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro06/Ses04F_impro06_M002.wav,Mmhmm. Yeah.  Yeah.  I mean it's- it's hard.  It's hard.,3
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F026.wav,"Okay.  Well that's cool, too, but like--",2
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F035.wav,"You are far too temperamental, try to control yourself.",0
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F004.wav,Uh-huh.,1
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro06/Ses03F_impro06_F010.wav,"It's weird, I think. I feel so alone, you know? What am I going to do now? Now that he's gone.",3
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F044.wav,I guess we don't need glasses.,1
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro06/Ses04F_impro06_F005.wav,"He was only twenty four and just so many things that we were going to do, you know, and now he won't get to do them and he won't get to be here when I do.  You know, like I'll get married some day and he won't be there, like, he won't get to see that.",3
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M012.wav,"Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta-",2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_F012.wav,I know.,3
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_F017.wav,"Mmhmm If I must laugh at everything, I must laugh at us too.",1
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M000.wav,Well so what'd you think?,2
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M007.wav,"There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home.",2
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F000.wav,What? What? You look really happy what's going on?,1
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F010.wav,Right.,2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M004.wav,What?,2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F013.wav,"I don't know- it just like took me, took me by surprise.",1
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F028.wav,Did you ask Annie yet?,2
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro04/Ses05M_impro04_F018.wav,Okay.,2
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M026.wav,Yeah we have like away games and stuff.,2
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F005.wav,He cried hard?,3
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro01/Ses03F_impro01_M001.wav,"Oh, um-",2
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M001.wav,"Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.",1
/home/username/dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M009.wav,"Does that mean that you're going to get citizenship, too, in- in England or whatever?",2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_F016.wav,"Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.",2
/home/username/dataset/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro01/Ses05M_impro01_F012.wav,Yeah.  I know it's gonna take a minute.  But you-- so you might as well get started now.,2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M009.wav,Calm yourself.,2
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro08/Ses04F_impro08_F008.wav,"Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?",2
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F018.wav,"Well, I haven't decided yet.  I want to try some things out.",1
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_F001.wav,Do you think it's them?,2
/home/username/dataset/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M002.wav,and,3
/home/username/dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_F007.wav,"Um, but, actually, our policy is a fifty dollar",2
/home/username/dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_F036.wav,They are away in Tunis.,2
